,Date,Temp (C) ,Treatment,floy,tag,bw
6-Aug-19,218.5,22.6,PZS200X_SMW,BR,900_2048228000422725,1
6-Aug-19,218.5,22.6,PZS200X_SMW,RY,900_2048228000422735,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GY,900_2048228000422742,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PY,900_2048228000422743,1
6-Aug-19,218.5,22.6,PZS200X_SMW,RO,900_2048228000422750,1
6-Aug-19,218.5,22.6,PZS200X_SMW,PP,900_2048228000422781,0
6-Aug-19,218.5,22.6,PZS200X_SMW,OO,900_2048228000422801,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PB,900_2048228000422810,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GW,900_2048228000422818,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GG,900_2048228000422769,0
6-Aug-19,218.5,22.6,PZS200X_SMW,YY,900_2048228000422803,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GO,900_2048228000422804,0
6-Aug-19,218.5,22.6,PZS200X_SMW,RO,900_2048228000422819,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PG,900_2048228000422647,0
6-Aug-19,218.5,22.6,PZS200X_SMW,RP,900_2048228000422794,0
7-Aug-19,219,21.35,MeOH_SMW,YW,900_2048228000422684,0
7-Aug-19,219,21.35,MeOH_SMW,YY,900_2048228000422710,0
7-Aug-19,219,21.35,MeOH_SMW,OB,900_2048228000422715,0
7-Aug-19,219,21.35,MeOH_SMW,OW,900_2048228000422716,0
7-Aug-19,219,21.35,MeOH_SMW,WR,900_2048228000422718,0
7-Aug-19,219,21.35,MeOH_SMW,OP,900_2048228000422720,1
7-Aug-19,219,21.35,MeOH_SMW,WG,900_2048228000422728,0
7-Aug-19,219,21.35,MeOH_SMW,BR,900_2048228000422760,1
7-Aug-19,219,21.35,MeOH_SMW,OG,900_2048228000422778,0
7-Aug-19,219,21.35,MeOH_SMW,YO,900_2048228000422780,0
7-Aug-19,219,21.35,MeOH_SMW,BG,900_2048228000422789,0
7-Aug-19,219,21.35,MeOH_SMW,GG,900_2048228000422809,0
7-Aug-19,219,21.35,MeOH_SMW,PW,900_2048228000422748,0
7-Aug-19,219,21.35,MeOH_SMW,PR,900_2048228000422690,0
7-Aug-19,219,21.35,MeOH_SMW,YP,900_2048228000422761,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WP,900_2048228000422677,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WB,900_2048228000422685,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,RW,900_2048228000422687,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,YB,900_2048228000422704,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GY,900_2048228000422742,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,YR,900_2048228000422765,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,OY,900_2048228000422766,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WW,900_2048228000422777,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PP,900_2048228000422781,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PY,900_2048228000422788,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,BB,900_2048228000422792,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,OO,900_2048228000422801,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,RR,900_2048228000422814,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GW,900_2048228000422818,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GP,900_2048230000200151,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PB,900_2048228000422810,0
8-Aug-19,220,23.15,PZS200X_SMW,WR,900_2048228000422718,0
8-Aug-19,220,23.15,PZS200X_SMW,PP,900_2048228000422734,0
8-Aug-19,220,23.15,PZS200X_SMW,PW,900_2048228000422748,0
8-Aug-19,220,23.15,PZS200X_SMW,GG,900_2048228000422749,1
8-Aug-19,220,23.15,PZS200X_SMW,BB,900_2048228000422792,0
8-Aug-19,220,23.15,PZS200X_SMW,WW,900_2048228000422696,0
8-Aug-19,220,23.15,PZS200X_SMW,YY,900_2048228000422710,0
8-Aug-19,220,23.15,PZS200X_SMW,OW,900_2048228000422716,0
8-Aug-19,220,23.15,PZS200X_SMW,WG,900_2048228000422728,0
8-Aug-19,220,23.15,PZS200X_SMW,OW,900_2048228000422767,0
8-Aug-19,220,23.15,PZS200X_SMW,YR,900_2048228000422779,0
8-Aug-19,220,23.15,PZS200X_SMW,PY,900_2048228000422788,0
8-Aug-19,220,23.15,PZS200X_SMW,OO,900_2048228000422808,0
8-Aug-19,220,23.15,PZS200X_SMW,PR,900_2048228000422813,0
8-Aug-19,220.5,23,PZS200X_SMW,OB,900_2048228000422715,1
8-Aug-19,220.5,23,PZS200X_SMW,OY,900_2048228000422766,1
8-Aug-19,220.5,23,PZS200X_SMW,RR,900_2048228000422814,1
8-Aug-19,220.5,23,PZS200X_SMW,WP,900_2048228000422677,0
8-Aug-19,220.5,23,PZS200X_SMW,YW,900_2048228000422684,0
8-Aug-19,220.5,23,PZS200X_SMW,YB,900_2048228000422704,0
8-Aug-19,220.5,23,PZS200X_SMW,PB,900_2048228000422711,0
8-Aug-19,220.5,23,PZS200X_SMW,YP,900_2048228000422733,0
8-Aug-19,220.5,23,PZS200X_SMW,GW,900_2048228000422752,0
8-Aug-19,220.5,23,PZS200X_SMW,OG,900_2048228000422778,0
8-Aug-19,220.5,23,PZS200X_SMW,BG,900_2048228000422789,0
8-Aug-19,220.5,23,PZS200X_SMW,YY,900_2048228000422807,0
8-Aug-19,220.5,23,PZS200X_SMW,WO,900_2048228000422817,0
8-Aug-19,220.5,23,PZS200X_SMW,BW,900_2048228000422702,0
8-Aug-19,220.5,23,PZS200X_SMW,GR,900_2048228000422752,0
8-Aug-19,220.8,23.45,PZS200X_SMW,OG,900_2048228000422799,1
8-Aug-19,220.8,23.45,PZS200X_SMW,PW,900_2048228000422685,0
8-Aug-19,220.8,23.45,PZS200X_SMW,RO,900_2048228000422756,0
8-Aug-19,220.8,23.45,PZS200X_SMW,YG,900_2048228000422757,0
8-Aug-19,220.8,23.45,PZS200X_SMW,OB,900_2048228000422772,0
8-Aug-19,220.8,23.45,PZS200X_SMW,WB,900_2048228000422774,0
8-Aug-19,220.8,23.45,PZS200X_SMW,YP,900_2048228000422784,0
8-Aug-19,220.8,23.45,PZS200X_SMW,WY,900_2048228000422800,0
8-Aug-19,220.8,23.45,PZS200X_SMW,GW,900_2048228000422802,0
8-Aug-19,220.8,23.45,PZS200X_SMW,BR,900_2048228000422805,0
8-Aug-19,220.8,23.45,PZS200X_SMW,RR,900_2048228000422747,0
9-Aug-19,221,20.45,PZS200X_SMW,PB,900_2048228000422678,1
9-Aug-19,221,20.45,PZS200X_SMW,OR,900_2048228000422712,1
9-Aug-19,221,20.45,PZS200X_SMW,PY,900_2048228000422731,0
9-Aug-19,221,20.45,PZS200X_SMW,WW,900_2048228000422737,0
9-Aug-19,221,20.45,PZS200X_SMW,WO,900_2048228000422817,1
9-Aug-19,221,20.45,PZS200X_SMW,WR,900_2048228000422718,0
9-Aug-19,221,20.45,PZS200X_SMW,GY,900_2048228000422742,0
9-Aug-19,221,20.45,PZS200X_SMW,PW,900_2048228000422748,0
9-Aug-19,221,20.45,PZS200X_SMW,GG,900_2048228000422766,0
9-Aug-19,221,20.45,PZS200X_SMW,OB,900_2048228000422774,0
9-Aug-19,221,20.45,PZS200X_SMW,GB,900_2048228000422776,0
9-Aug-19,221,20.45,PZS200X_SMW,YR,900_2048228000422791,0
9-Aug-19,221,20.45,PZS200X_SMW,BB,900_2048228000422792,0
9-Aug-19,221,20.45,PZS200X_SMW,BR,900_2048228000422805,0
9-Aug-19,221,20.45,PZS200X_SMW,OO,900_2048228000422808,0
9-Aug-19,221,20.45,PZS200X_SMW,PP,900_2048228000422734,0
9-Aug-19,221,20.45,PZS200X_SMW,RR,900_2048228000422740,0
9-Aug-19,221,20.45,PZS200X_SMW,YB,900_2048228000422704,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,GR,900_2048228000422677,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WW,900_2048228000422696,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YY,900_2048228000422710,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WG,900_2048228000422745,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RO,900_2048228000422756,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BP,900_2048228000422757,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RB,900_2048228000422759,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OW,900_2048228000422767,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,PG,900_2048228000422772,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YR,900_2048228000422779,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WY,900_2048228000422800,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RR,900_2048228000422801,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YP,900_2048228000422807,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YG,900_2048228000422747,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BY,900_2048228000422778,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BG,900_2048228000422758,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OB,900_2048228000422716,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OO,900_2048228000422806,0
