Date,Temp,Treatment,floy,tag,inside
220,23.15,PZS200X_SMW,OO,900_2048228000422808,0
220,23.15,PZS200X_SMW,PR,900_2048228000422813,0
220.5,23,PZS200X_SMW,OB,900_2048228000422715,0
220.5,23,PZS200X_SMW,OY,900_2048228000422766,0
220.5,23,PZS200X_SMW,RR,900_2048228000422814,0
220.5,23,PZS200X_SMW,WP,900_2048228000422677,0
220.5,23,PZS200X_SMW,YW,900_2048228000422684,0
220.5,23,PZS200X_SMW,YB,900_2048228000422704,0
220.5,23,PZS200X_SMW,PB,900_2048228000422711,0
220.5,23,PZS200X_SMW,YP,900_2048228000422733,0
220.5,23,PZS200X_SMW,GW,900_2048228000422752,0
220.5,23,PZS200X_SMW,OG,900_2048228000422778,0
220.5,23,PZS200X_SMW,BG,900_2048228000422789,0
220.5,23,PZS200X_SMW,YY,900_2048228000422807,0
220.5,23,PZS200X_SMW,WO,900_2048228000422817,0
220.5,23,PZS200X_SMW,BW,900_2048228000422702,0
220.5,23,PZS200X_SMW,GR,900_2048228000422752,0
220.8,23.45,PZS200X_SMW,OG,900_2048228000422799,0
220.8,23.45,PZS200X_SMW,PW,900_2048228000422685,0
220.8,23.45,PZS200X_SMW,RO,900_2048228000422756,0
220.8,23.45,PZS200X_SMW,YG,900_2048228000422757,0
220.8,23.45,PZS200X_SMW,OB,900_2048228000422772,0
220.8,23.45,PZS200X_SMW,WB,900_2048228000422774,0
220.8,23.45,PZS200X_SMW,YP,900_2048228000422784,0
220.8,23.45,PZS200X_SMW,WY,900_2048228000422800,0
220.8,23.45,PZS200X_SMW,GW,900_2048228000422802,0
220.8,23.45,PZS200X_SMW,BR,900_2048228000422805,0
220.8,23.45,PZS200X_SMW,RR,900_2048228000422747,0
221,20.45,PZS200X_SMW,PB,900_2048228000422678,0
221,20.45,PZS200X_SMW,OR,900_2048228000422712,0
221,20.45,PZS200X_SMW,PY,900_2048228000422731,0
221,20.45,PZS200X_SMW,WW,900_2048228000422737,0
221,20.45,PZS200X_SMW,WO,900_2048228000422817,0
221,20.45,PZS200X_SMW,WR,900_2048228000422718,0
221,20.45,PZS200X_SMW,GY,900_2048228000422742,0
221,20.45,PZS200X_SMW,PW,900_2048228000422748,0
221,20.45,PZS200X_SMW,GG,900_2048228000422766,0
221,20.45,PZS200X_SMW,OB,900_2048228000422774,0
221,20.45,PZS200X_SMW,GB,900_2048228000422776,0
221,20.45,PZS200X_SMW,YR,900_2048228000422791,0
221,20.45,PZS200X_SMW,BB,900_2048228000422792,0
221,20.45,PZS200X_SMW,BR,900_2048228000422805,0
221,20.45,PZS200X_SMW,OO,900_2048228000422808,0
221,20.45,PZS200X_SMW,PP,900_2048228000422734,0
221,20.45,PZS200X_SMW,RR,900_2048228000422740,0
221,20.45,PZS200X_SMW,YB,900_2048228000422704,0
221.5,20.7,TriSPZS200X_SMW,GR,900_2048228000422677,0
221.5,20.7,TriSPZS200X_SMW,WW,900_2048228000422696,0
221.5,20.7,TriSPZS200X_SMW,YY,900_2048228000422710,0
221.5,20.7,TriSPZS200X_SMW,WG,900_2048228000422745,0
221.5,20.7,TriSPZS200X_SMW,RO,900_2048228000422756,0
221.5,20.7,TriSPZS200X_SMW,BP,900_2048228000422757,0
221.5,20.7,TriSPZS200X_SMW,RB,900_2048228000422759,0
221.5,20.7,TriSPZS200X_SMW,OW,900_2048228000422767,0
221.5,20.7,TriSPZS200X_SMW,PG,900_2048228000422772,0
221.5,20.7,TriSPZS200X_SMW,YR,900_2048228000422779,0
221.5,20.7,TriSPZS200X_SMW,WY,900_2048228000422800,0
221.5,20.7,TriSPZS200X_SMW,RR,900_2048228000422801,0
221.5,20.7,TriSPZS200X_SMW,YP,900_2048228000422807,0
221.5,20.7,TriSPZS200X_SMW,YG,900_2048228000422747,0
221.5,20.7,TriSPZS200X_SMW,BY,900_2048228000422778,0
221.5,20.7,TriSPZS200X_SMW,BG,900_2048228000422758,1
221.5,20.7,TriSPZS200X_SMW,OB,900_2048228000422716,0
221.5,20.7,TriSPZS200X_SMW,OO,900_2048228000422806,0
