Var1_ae,Var2_ac
0.833,0.835
0.268,0.340
0.385,0.584
0.247,0.455
0.000,0.218
0.000,0.278
0.000,0.617
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
